,Price
1874,11087.0
1875,12373.0
1876,11432.0
1877,3175.0
1878,4804.0
1879,13014.0
1880,7563.0
1881,3873.0
1882,6282.0
1883,11200.0
1884,5613.0
1885,5601.0
1886,10262.0
1887,14306.0
1888,7064.0
1889,18371.0
1890,13591.0
1891,10368.0
1892,18275.0
1893,3749.0
1894,6810.0
1895,7485.0
1896,5510.0
1897,10262.0
1898,6723.0
1899,8307.0
1900,6146.0
1901,15129.0
1902,14388.0
1903,4544.0
1904,5198.0
1905,7503.0
1906,12314.0
1907,8372.0
1908,14781.0
1909,8016.0
1910,6297.0
1911,14388.0
1912,6393.0
1913,14939.0
1914,14781.0
1915,14871.0
1916,4319.0
1917,13067.0
1918,26890.0
1919,9134.0
1920,3943.0
1921,8879.0
1922,14571.0
1923,5644.0
1924,9663.0
1925,14571.0
1926,3971.0
1927,17024.0
1928,3841.0
1929,12898.0
1930,13376.0
1931,9905.0
1932,13587.0
1933,7740.0
1934,9794.0
1935,17471.0
1936,15129.0
1937,11467.0
1938,6528.0
1939,8266.0
1940,6442.0
1941,10262.0
1942,17501.0
1943,8273.0
1944,10703.0
1945,8510.0
1946,2754.0
1947,2227.0
1948,18275.0
1949,6356.0
1950,14781.0
1951,13029.0
1952,4340.0
1953,12224.0
1954,10844.0
1955,4174.0
1956,14887.0
1957,12853.0
1958,3383.0
1959,11111.0
1960,7229.0
1961,4030.0
1962,14871.0
1963,12898.0
1964,14533.0
1965,7258.0
1966,4812.0
1967,12384.0
1968,8603.0
1969,8603.0
1970,14231.0
1971,15129.0
1972,11410.0
1973,12725.0
1974,13292.0
1975,3873.0
1976,3850.0
1977,8479.0
1978,14151.0
1979,5228.0
1980,9397.0
1981,4995.0
1982,10651.0
1983,4282.0
1984,10697.0
1985,9314.0
1986,3540.0
1987,9443.0
1988,15147.0
1989,8016.0
1990,2437.0
1991,6104.0
1992,1965.0
1993,7408.0
1994,4049.0
1995,8016.0
1996,10197.0
1997,10844.0
1998,12692.0
1999,14781.0
2000,7335.0
2001,7229.0
2002,4353.0
2003,13941.0
2004,12295.0
2005,12898.0
2006,7927.0
2007,4483.0
2008,19225.0
2009,4692.0
2010,13555.0
2011,6270.0
2012,13584.0
2013,13180.0
2014,14151.0
2015,6216.0
2016,15135.0
2017,15136.0
2018,10262.0
2019,12384.0
2020,9314.0
2021,9314.0
2022,10454.0
2023,8372.0
2024,11848.0
2025,6416.0
2026,3342.0
2027,10118.0
2028,14960.0
2029,6818.0
2030,5510.0
2031,14388.0
2032,7038.0
2033,8266.0
2034,14300.0
2035,8366.0
2036,17261.0
2037,8452.0
2038,8567.0
2039,9646.0
2040,8341.0
2041,12373.0
2042,3543.0
2043,13994.0
2044,4777.0
2045,7038.0
2046,3175.0
2047,7408.0
2048,3943.0
2049,15974.0
2050,3873.0
2051,4423.0
2052,15129.0
2053,8285.0
2054,3100.0
2055,25430.0
2056,2385.0
2057,11316.0
2058,10262.0
2059,7662.0
2060,14231.0
2061,6838.0
2062,13376.0
2063,10262.0
2064,8574.0
2065,7832.0
2066,12192.0
2067,4050.0
2068,6722.0
2069,10844.0
2070,7408.0
2071,14189.0
2072,3841.0
2073,8586.0
2074,7155.0
2075,9899.0
2076,14571.0
2077,4823.0
2078,4544.0
2079,14752.0
2080,11542.0
2081,7202.0
2082,11098.0
2083,2575.0
2084,6673.0
2085,14306.0
2086,15554.0
2087,9314.0
2088,4995.0
2089,7832.0
2090,8586.0
2091,6094.0
2092,13292.0
2093,10368.0
2094,9718.0
2095,7412.0
2096,10441.0
2097,14871.0
2098,15554.0
2099,36235.0
2100,3175.0
2101,3597.0
2102,1965.0
2103,12717.0
2104,6015.0
2105,5615.0
2106,7845.0
2107,10844.0
2108,27210.0
2109,4174.0
2110,6883.0
2111,6883.0
2112,8355.0
2113,5469.0
2114,6478.0
2115,11913.0
2116,7006.0
2117,12681.0
2118,15129.0
2119,13587.0
2120,14714.0
2121,6220.0
2122,10262.0
2123,8576.0
2124,10031.0
2125,12819.0
2126,5052.0
2127,22270.0
2128,5613.0
2129,3873.0
2130,6015.0
2131,10844.0
2132,2227.0
2133,7229.0
2134,10368.0
2135,12898.0
2136,12192.0
2137,12121.0
2138,16163.0
2139,12284.0
2140,5780.0
2141,4995.0
2142,6496.0
2143,12488.0
2144,4823.0
2145,2647.0
2146,12649.0
2147,8266.0
2148,6216.0
2149,4423.0
2150,17996.0
2151,5726.0
2152,15147.0
2153,15554.0
2154,12819.0
2155,7198.0
2156,5073.0
2157,3943.0
2158,3205.0
2159,3257.0
2160,4804.0
2161,10231.0
2162,12898.0
2163,2227.0
2164,9258.0
2165,9663.0
2166,8040.0
2167,3419.0
2168,8016.0
2169,7229.0
2170,4959.0
2171,10151.0
2172,10703.0
2173,10844.0
2174,7205.0
2175,12284.0
2176,13994.0
2177,6015.0
2178,4226.0
2179,9483.0
2180,5198.0
2181,10368.0
2182,11982.0
2183,8032.0
2184,5510.0
2185,8177.0
2186,11410.0
2187,9385.0
2188,10262.0
2189,3873.0
2190,11999.0
2191,14300.0
2192,2175.0
2193,14431.0
2194,7229.0
2195,3809.0
2196,7354.0
2197,12537.0
2198,9719.0
2199,8040.0
2200,4995.0
2201,4591.0
2202,7662.0
2203,3850.0
2204,6442.0
2205,11378.0
2206,13377.0
2207,10844.0
2208,4995.0
2209,6057.0
2210,5176.0
2211,13014.0
2212,7917.0
2213,5583.0
2214,7229.0
2215,7191.0
2216,3210.0
2217,14871.0
2218,8099.0
2219,8366.0
2220,6297.0
2221,18286.0
2222,17024.0
2223,6144.0
2224,13941.0
2225,3702.0
2226,5583.0
2227,10208.0
2228,12384.0
2229,17049.0
2230,7006.0
2231,12723.0
2232,10577.0
2233,16736.0
2234,10262.0
2235,7155.0
2236,15147.0
2237,4823.0
2238,8714.0
2239,10953.0
2240,10203.0
2241,12373.0
2242,14151.0
2243,12121.0
2244,5586.0
2245,10844.0
2246,8586.0
2247,5409.0
2248,7178.0
2249,5797.0
2250,13759.0
2251,13873.0
2252,16079.0
2253,2017.0
2254,10844.0
2255,3573.0
2256,8066.0
2257,14053.0
2258,12284.0
2259,5351.0
2260,7064.0
2261,10394.0
2262,9663.0
2263,13727.0
2264,10262.0
2265,4823.0
2266,7074.0
2267,17267.0
2268,14067.0
2269,4823.0
2270,4823.0
2271,4483.0
2272,14960.0
2273,7171.0
2274,12173.0
2275,11392.0
2276,16057.0
2277,14151.0
2278,4030.0
2279,4226.0
2280,11050.0
2281,6961.0
2282,14231.0
2283,10919.0
2284,10913.0
2285,5277.0
2286,7485.0
2287,14231.0
2288,4201.0
2289,7931.0
2290,6513.0
2291,14714.0
2292,6218.0
2293,8603.0
2294,7318.0
2295,13504.0
2296,9646.0
2297,5224.0
2298,12692.0
2299,9689.0
2300,13033.0
2301,13626.0
2302,2754.0
2303,12121.0
2304,3419.0
2305,13033.0
2306,4174.0
2307,6152.0
2308,5201.0
2309,9134.0
2310,13243.0
2311,15129.0
2312,2759.0
2313,4423.0
2314,9187.0
2315,7740.0
2316,6144.0
2317,10877.0
2318,6442.0
2319,7048.0
2320,5797.0
2321,10573.0
2322,7503.0
2323,6104.0
2324,9663.0
2325,5769.0
2326,3100.0
2327,12373.0
2328,3815.0
2329,14300.0
2330,4823.0
2331,2754.0
2332,9736.0
2333,7280.0
2334,7408.0
2335,13044.0
2336,12723.0
2337,8586.0
2338,6316.0
2339,15554.0
2340,2385.0
2341,13587.0
2342,13790.0
2343,10975.0
2344,14388.0
2345,7198.0
2346,13029.0
2347,12717.0
2348,14871.0
2349,10118.0
2350,10262.0
2351,2071.0
2352,5228.0
2353,7832.0
2354,7005.0
2355,14237.0
2356,3971.0
2357,3943.0
2358,8574.0
2359,12646.0
2360,13082.0
2361,13941.0
2362,5135.0
2363,11096.0
2364,13555.0
2365,5403.0
2366,15812.0
2367,14781.0
2368,8907.0
2369,4145.0
2370,14151.0
2371,7845.0
2372,8099.0
2373,13377.0
2374,12734.0
2375,10262.0
2376,7229.0
2377,12395.0
2378,11134.0
2379,6540.0
2380,7354.0
2381,9548.0
2382,9187.0
2383,5054.0
2384,10413.0
2385,4804.0
2386,4049.0
2387,6795.0
2388,4435.0
2389,6224.0
2390,4804.0
2391,6171.0
2392,6093.0
2393,4174.0
2394,3342.0
2395,13587.0
2396,16079.0
2397,6015.0
2398,13067.0
2399,9103.0
2400,14151.0
2401,11538.0
2402,8146.0
2403,6117.0
2404,17024.0
2405,22270.0
2406,12692.0
2407,8610.0
2408,6723.0
2409,4878.0
2410,16736.0
2411,11134.0
2412,3943.0
2413,13587.0
2414,16914.0
2415,1965.0
2416,8073.0
2417,3943.0
2418,5170.0
2419,3398.0
2420,4409.0
2421,8541.0
2422,4777.0
2423,3847.0
2424,7064.0
2425,4668.0
2426,1965.0
2427,14781.0
2428,4049.0
2429,13584.0
2430,12373.0
2431,16079.0
2432,7229.0
2433,17471.0
2434,14781.0
2435,14571.0
2436,10197.0
2437,5975.0
2438,8535.0
2439,12537.0
2440,4145.0
2441,4049.0
2442,5192.0
2443,6121.0
2444,8669.0
2445,8476.0
2446,2647.0
2447,14714.0
2448,10566.0
2449,10262.0
2450,8098.0
2451,6883.0
2452,16108.0
2453,4413.0
2454,10919.0
2455,4804.0
2456,10539.0
2457,4377.0
2458,6961.0
2459,7408.0
2460,4823.0
2461,5198.0
2462,10262.0
2463,5613.0
2464,10262.0
2465,5755.0
2466,3687.0
2467,5678.0
2468,13542.0
2469,12347.0
2470,12384.0
2471,10909.0
2472,4823.0
2473,6069.0
2474,12898.0
2475,4804.0
2476,10031.0
2477,6442.0
2478,9653.0
2479,8610.0
2480,14714.0
2481,12599.0
2482,9103.0
2483,12898.0
2484,2647.0
2485,5678.0
2486,12373.0
2487,3847.0
2488,14151.0
2489,13843.0
2490,7229.0
2491,4995.0
2492,10262.0
2493,13029.0
2494,14053.0
2495,26890.0
2496,3841.0
2497,11003.0
2498,5403.0
2499,15342.0
2500,12224.0
2501,6297.0
2502,8844.0
2503,13377.0
2504,5706.0
2505,8372.0
2506,6526.0
2507,4823.0
2508,3175.0
2509,10407.0
2510,4423.0
2511,9555.0
2512,12681.0
2513,13059.0
2514,8586.0
2515,3419.0
2516,3873.0
2517,10203.0
2518,13029.0
2519,10844.0
2520,11134.0
2521,8610.0
2522,4174.0
2523,11087.0
2524,3971.0
2525,17531.0
2526,3573.0
2527,8366.0
2528,13885.0
2529,18485.0
2530,4409.0
2531,8085.0
2532,13377.0
2533,13538.0
2534,15147.0
2535,4030.0
2536,14848.0
2537,13555.0
2538,10975.0
2539,13029.0
2540,9663.0
2541,4050.0
2542,14714.0
2543,11213.0
2544,4544.0
2545,3873.0
2546,12537.0
2547,13067.0
2548,16704.0
2549,8714.0
2550,13376.0
2551,3597.0
2552,7670.0
2553,14410.0
2554,7480.0
2555,13584.0
2556,25735.0
2557,4544.0
2558,8099.0
2559,10844.0
2560,12557.0
2561,9564.0
2562,13817.0
2563,12384.0
2564,7575.0
2565,14120.0
2566,6916.0
2567,7878.0
2568,11087.0
2569,4804.0
2570,3597.0
2571,12723.0
2572,2227.0
2573,9929.0
2574,11841.0
2575,12373.0
2576,12898.0
2577,15113.0
2578,10529.0
2579,8875.0
2580,10844.0
2581,15676.0
2582,7064.0
2583,10844.0
2584,19595.0
2585,13941.0
2586,6790.0
2587,3841.0
2588,11087.0
2589,11491.0
2590,3943.0
2591,22270.0
2592,4878.0
2593,14714.0
2594,10877.0
2595,9653.0
2596,14571.0
2597,7064.0
2598,5618.0
2599,13727.0
2600,4851.0
2601,15187.0
2602,3419.0
2603,3943.0
2604,15129.0
2605,3419.0
2606,10861.0
2607,7074.0
2608,11542.0
2609,6968.0
2610,5769.0
2611,7927.0
2612,13044.0
2613,15129.0
2614,3841.0
2615,4804.0
2616,4319.0
2617,16079.0
2618,54826.0
2619,12351.0
2620,13067.0
2621,13817.0
2622,3625.0
2623,18293.0
2624,5613.0
2625,11038.0
2626,4077.0
2627,6883.0
2628,19508.0
2629,8714.0
2630,4804.0
2631,15078.0
2632,4807.0
2633,21829.0
2634,5403.0
2635,26890.0
2636,7335.0
2637,9412.0
2638,10844.0
2639,4990.0
2640,16704.0
2641,7711.0
2642,10262.0
2643,6007.0
2644,12219.0
2645,3898.0
2646,11467.0
2647,12534.0
2648,10844.0
2649,4377.0
2650,11982.0
2651,4423.0
2652,17234.0
2653,8295.0
2654,15864.0
2655,3398.0
2656,7198.0
2657,7229.0
2658,13014.0
2659,6528.0
2660,13292.0
2661,15129.0
2662,11071.0
2663,4174.0
2664,11299.0
2665,12373.0
2666,13439.0
2667,4804.0
2668,11642.0
2669,3419.0
2670,6103.0
2671,13033.0
2672,11245.0
2673,10056.0
2674,10539.0
2675,5277.0
2676,11936.0
2677,13014.0
2678,8820.0
2679,12373.0
2680,10262.0
2681,4995.0
2682,7438.0
2683,4148.0
2684,3597.0
2685,5192.0
2686,16736.0
2687,7933.0
2688,8879.0
2689,5000.0
2690,8137.0
2691,22096.0
2692,4273.0
2693,35185.0
2694,4226.0
2695,10844.0
2696,2754.0
2697,6301.0
2698,13222.0
2699,12898.0
2700,12127.0
2701,13067.0
2702,9920.0
2703,4239.0
2704,14714.0
2705,6218.0
2706,7295.0
2707,7408.0
2708,13994.0
2709,5224.0
2710,4391.0
2711,14109.0
2712,4885.0
2713,8016.0
2714,12524.0
2715,6017.0
2716,10441.0
2717,3625.0
2718,15586.0
2719,7199.0
2720,12273.0
2721,7530.0
2722,5678.0
2723,11753.0
2724,1965.0
2725,10208.0
2726,5054.0
2727,14871.0
2728,12373.0
2729,2017.0
2730,10661.0
2731,9794.0
2732,13067.0
2733,7298.0
2734,7648.0
2735,10676.0
2736,6961.0
2737,6979.0
2738,13587.0
2739,10844.0
2740,3943.0
2741,6838.0
2742,6542.0
2743,12239.0
2744,14388.0
2745,4148.0
2746,16840.0
2747,9646.0
2748,14571.0
2749,7923.0
2750,8586.0
2751,9646.0
2752,14388.0
2753,13044.0
2754,10197.0
2755,14714.0
2756,9929.0
2757,6017.0
2758,3597.0
2759,5704.0
2760,14714.0
2761,5228.0
2762,11467.0
2763,4668.0
2764,4591.0
2765,3943.0
2766,5228.0
2767,12242.0
2768,11185.0
2769,6573.0
2770,14781.0
2771,14960.0
2772,4332.0
2773,7652.0
2774,14151.0
2775,4319.0
2776,10929.0
2777,11491.0
2778,6015.0
2779,12692.0
2780,4384.0
2781,3943.0
2782,12373.0
2783,19225.0
2784,14053.0
2785,5911.0
2786,10877.0
2787,7757.0
2788,6558.0
2789,4804.0
2790,5678.0
2791,12373.0
2792,5198.0
2793,6064.0
2794,15029.0
2795,10909.0
2796,18492.0
2797,10262.0
2798,8781.0
2799,6442.0
2800,20120.0
2801,4878.0
2802,16736.0
2803,9630.0
2804,8610.0
2805,3687.0
2806,8452.0
2807,3943.0
2808,3342.0
2809,13067.0
2810,4878.0
2811,14388.0
2812,16704.0
2813,3100.0
2814,13387.0
2815,4049.0
2816,13029.0
2817,3919.0
2818,3850.0
2819,8839.0
2820,7064.0
2821,13941.0
2822,13007.0
2823,14781.0
2824,2071.0
2825,4256.0
2826,7923.0
2827,3782.0
2828,12384.0
2829,8565.0
2830,6232.0
2831,4777.0
2832,4145.0
2833,5192.0
2834,4729.0
2835,6093.0
2836,8891.0
2837,12242.0
2838,11467.0
2839,14781.0
2840,10197.0
2841,17261.0
2842,7480.0
2843,4804.0
2844,4439.0
2845,10368.0
2846,6065.0
2847,8586.0
2848,5406.0
2849,12142.0
2850,14714.0
2851,10262.0
2852,15434.0
2853,10676.0
2854,4804.0
2855,13014.0
2856,3943.0
2857,9678.0
2858,14781.0
2859,10197.0
2860,10861.0
2861,10844.0
2862,7480.0
2863,5684.0
2864,14714.0
2865,9314.0
2866,4435.0
2867,11789.0
2868,3919.0
2869,5198.0
2870,4273.0
2871,8820.0
2872,2754.0
2873,8085.0
2874,10539.0
2875,14676.0
2876,6017.0
2877,4544.0
2878,4140.0
2879,7229.0
2880,16373.0
2881,10991.0
2882,9663.0
2883,14305.0
2884,6752.0
2885,8529.0
2886,4729.0
2887,7670.0
2888,4995.0
2889,7229.0
2890,4823.0
2891,3782.0
2892,12898.0
2893,3841.0
2894,9627.0
2895,14571.0
2896,6985.0
2897,8040.0
2898,4804.0
2899,10678.0
2900,14231.0
2901,8529.0
2902,11753.0
2903,16704.0
2904,13374.0
2905,3625.0
2906,16079.0
2907,10262.0
2908,9663.0
2909,9595.0
2910,4804.0
2911,12744.0
2912,6961.0
2913,9663.0
2914,7575.0
2915,13355.0
2916,12592.0
2917,3625.0
2918,10262.0
2919,9443.0
2920,18959.0
2921,4784.0
2922,7893.0
2923,14431.0
2924,79512.0
2925,3210.0
2926,13677.0
2927,7480.0
2928,8372.0
2929,11664.0
2930,6961.0
2931,6121.0
2932,5911.0
2933,3398.0
2934,7530.0
2935,3419.0
2936,6558.0
2937,10203.0
2938,11087.0
2939,5575.0
2940,6152.0
2941,5608.0
2942,17261.0
2943,15129.0
2944,3419.0
2945,6218.0
2946,14714.0
2947,14848.0
2948,9358.0
2949,8366.0
2950,15342.0
2951,5678.0
2952,4804.0
2953,14571.0
2954,12681.0
2955,17261.0
2956,9922.0
2957,10844.0
2958,4423.0
2959,3419.0
2960,14714.0
2961,11087.0
2962,6316.0
2963,3543.0
2964,14571.0
2965,14676.0
2966,17261.0
2967,13941.0
2968,13348.0
2969,8016.0
2970,12898.0
2971,7229.0
2972,2017.0
2973,16736.0
2974,3873.0
2975,6704.0
2976,10844.0
2977,7450.0
2978,16736.0
2979,10262.0
2980,10991.0
2981,3311.0
2982,7081.0
2983,3943.0
2984,8372.0
2985,11701.0
2986,5769.0
2987,15965.0
2988,4423.0
2989,6136.0
2990,11087.0
2991,3540.0
2992,12898.0
2993,4591.0
2994,8635.0
2995,14714.0
2996,14151.0
2997,8835.0
2998,11936.0
2999,13882.0
3000,5117.0
3001,4544.0
3002,6442.0
3003,10441.0
3004,2227.0
3005,7229.0
3006,10262.0
3007,13817.0
3008,5975.0
3009,4148.0
3010,13587.0
3011,2759.0
3012,7229.0
3013,13547.0
3014,3873.0
3015,14388.0
3016,13731.0
3017,3815.0
3018,5678.0
3019,9663.0
3020,8855.0
3021,15129.0
3022,13555.0
3023,10844.0
3024,7832.0
3025,11150.0
3026,8452.0
3027,9646.0
3028,3943.0
3029,5281.0
3030,14667.0
3031,14571.0
3032,28097.0
3033,17471.0
3034,10577.0
3035,14848.0
3036,4591.0
3037,3597.0
3038,6938.0
3039,3807.0
3040,10262.0
3041,11432.0
3042,7229.0
3043,14848.0
3044,8586.0
3045,6106.0
3046,3873.0
3047,15812.0
3048,12121.0
3049,8586.0
3050,7354.0
3051,4778.0
3052,6838.0
3053,10276.0
3054,8016.0
3055,4943.0
3056,4823.0
3057,12996.0
3058,9929.0
3059,9508.0
3060,5674.0
3061,3858.0
3062,4804.0
3063,13377.0
3064,12898.0
3065,4409.0
3066,8759.0
3067,10394.0
3068,3858.0
3069,6253.0
3070,15129.0
3071,4773.0
3072,9663.0
3073,12692.0
3074,3943.0
3075,10703.0
3076,8784.0
3077,11622.0
3078,5277.0
3079,8327.0
3080,6885.0
3081,8016.0
3082,10112.0
3083,14871.0
3084,10262.0
3085,2470.0
3086,11622.0
3087,8662.0
3088,11972.0
3089,11992.0
3090,12373.0
3091,7198.0
3092,14714.0
3093,6316.0
3094,5998.0
3095,13044.0
3096,9646.0
3097,6451.0
3098,5281.0
3099,2228.0
3100,3943.0
3101,11753.0
3102,12819.0
3103,8728.0
3104,4812.0
3105,14151.0
3106,8452.0
3107,6762.0
3108,13817.0
3109,12898.0
3110,3480.0
3111,27992.0
3112,7791.0
3113,5704.0
3114,5268.0
3115,3898.0
3116,3847.0
3117,10877.0
3118,8371.0
3119,7038.0
3120,14571.0
3121,11841.0
3122,15129.0
3123,3841.0
3124,10262.0
3125,4460.0
3126,7648.0
3127,8610.0
3128,3597.0
3129,6442.0
3130,12351.0
3131,14067.0
3132,4823.0
3133,12102.0
3134,8040.0
3135,7648.0
3136,6582.0
3137,4668.0
3138,4823.0
3139,3873.0
3140,8476.0
3141,5636.0
3142,8586.0
3143,4823.0
3144,6881.0
3145,10844.0
3146,4226.0
3147,12373.0
3148,10697.0
3149,4995.0
3150,9443.0
3151,13029.0
3152,12347.0
3153,7408.0
3154,7064.0
3155,13843.0
3156,4174.0
3157,16294.0
3158,3841.0
3159,4423.0
3160,5201.0
3161,12599.0
3162,4049.0
3163,12797.0
3164,13067.0
3165,9345.0
3166,6818.0
3167,8040.0
3168,14300.0
3169,13727.0
3170,7832.0
3171,16259.0
3172,4823.0
3173,16736.0
3174,13217.0
3175,6637.0
3176,10844.0
3177,8401.0
3178,3873.0
3179,12410.0
3180,15129.0
3181,4423.0
3182,16079.0
3183,15894.0
3184,9103.0
3185,8991.0
3186,7893.0
3187,4575.0
3188,3873.0
3189,7832.0
3190,3597.0
3191,13759.0
3192,7229.0
3193,3873.0
3194,9794.0
3195,6681.0
3196,4423.0
3197,10844.0
3198,7258.0
3199,4995.0
3200,14924.0
3201,6590.0
3202,10262.0
3203,5515.0
3204,6643.0
3205,2754.0
3206,6493.0
3207,6218.0
3208,10861.0
3209,7094.0
3210,2227.0
3211,4544.0
3212,7664.0
3213,8016.0
3214,3807.0
3215,12698.0
3216,8586.0
3217,7064.0
3218,5601.0
3219,7317.0
3220,12797.0
3221,4226.0
3222,14151.0
3223,6628.0
3224,8033.0
3225,11200.0
3226,4804.0
3227,5192.0
3228,13014.0
3229,10844.0
3230,15603.0
3231,4239.0
3232,13044.0
3233,12898.0
3234,6013.0
3235,14781.0
3236,12557.0
3237,13875.0
3238,11507.0
3239,5510.0
3240,10198.0
3241,8355.0
3242,8016.0
3243,6314.0
3244,5831.0
3245,10262.0
3246,15136.0
3247,7832.0
3248,3859.0
3249,4174.0
3250,19225.0
3251,10518.0
3252,4823.0
3253,7276.0
3254,12192.0
3255,11410.0
3256,13033.0
3257,26890.0
3258,4804.0
3259,10844.0
3260,12436.0
3261,4823.0
3262,2227.0
3263,10262.0
3264,17024.0
3265,9296.0
3266,6094.0
3267,8586.0
3268,10919.0
3269,9495.0
3270,14714.0
3271,5201.0
3272,7090.0
3273,4575.0
3274,9646.0
3275,5636.0
3276,9646.0
3277,4050.0
3278,14714.0
3279,4804.0
3280,10577.0
3281,3898.0
3282,14571.0
3283,10919.0
3284,8016.0
3285,6287.0
3286,8366.0
3287,15400.0
3288,8553.0
3289,3841.0
3290,10021.0
3291,3597.0
3292,4332.0
3293,3898.0
3294,21375.0
3295,8610.0
3296,4804.0
3297,13591.0
3298,14781.0
3299,9134.0
3300,10493.0
3301,8147.0
3302,3873.0
3303,14571.0
3304,11003.0
3305,10262.0
3306,12719.0
3307,10262.0
3308,7171.0
3309,4423.0
3310,12616.0
3311,12970.0
3312,14914.0
3313,3210.0
3314,4632.0
3315,12373.0
3316,4804.0
3317,21829.0
3318,13587.0
3319,12819.0
3320,6151.0
3321,8016.0
3322,15135.0
3323,6794.0
3324,8610.0
3325,12723.0
3326,7662.0
3327,14343.0
3328,6795.0
3329,3873.0
3330,2754.0
3331,16666.0
3332,11098.0
3333,10539.0
3334,9929.0
3335,10844.0
3336,12692.0
3337,9212.0
3338,13727.0
3339,4282.0
3340,10844.0
3341,7480.0
3342,4823.0
3343,12373.0
3344,7215.0
3345,7480.0
3346,8143.0
3347,4823.0
3348,10844.0
3349,5621.0
3350,9555.0
3351,4777.0
3352,7648.0
3353,10308.0
3354,21219.0
3355,11319.0
3356,10844.0
3357,15078.0
3358,2017.0
3359,4409.0
3360,5054.0
3361,10111.0
3362,4273.0
3363,8728.0
3364,8576.0
3365,8016.0
3366,8016.0
3367,14151.0
3368,4423.0
3369,4050.0
3370,14781.0
3371,8586.0
3372,5162.0
3373,13731.0
3374,7438.0
3375,14151.0
3376,5613.0
3377,5380.0
3378,7438.0
3379,9646.0
3380,6853.0
3381,13555.0
3382,5883.0
3383,6171.0
3384,3175.0
3385,4832.0
3386,13377.0
3387,10262.0
3388,10262.0
3389,8603.0
3390,8586.0
3391,8452.0
3392,14231.0
3393,16289.0
3394,6860.0
3395,2754.0
3396,9646.0
3397,4667.0
3398,4804.0
3399,4545.0
3400,25735.0
3401,12647.0
3402,8586.0
3403,5277.0
3404,6206.0
3405,4483.0
3406,9870.0
3407,3841.0
3408,3815.0
3409,6860.0
3410,12121.0
3411,5963.0
3412,3625.0
3413,3841.0
3414,4823.0
3415,9646.0
3416,10152.0
3417,7514.0
3418,16736.0
3419,13584.0
3420,11222.0
3421,3850.0
3422,7608.0
3423,10844.0
3424,7408.0
3425,3687.0
3426,11726.0
3427,9663.0
3428,12829.0
3429,6069.0
3430,8529.0
3431,8085.0
3432,4878.0
3433,4077.0
3434,7605.0
3435,13014.0
3436,11600.0
3437,14151.0
3438,12497.0
3439,17024.0
3440,6300.0
3441,15147.0
3442,6795.0
3443,5755.0
3444,10203.0
3445,14714.0
3446,4545.0
3447,14781.0
3448,11602.0
3449,4049.0
3450,13029.0
3451,14571.0
3452,6961.0
3453,6381.0
3454,3841.0
3455,11538.0
3456,8610.0
3457,11552.0
3458,7408.0
3459,10262.0
3460,10991.0
3461,13587.0
3462,7480.0
3463,6351.0
3464,7153.0
3465,4409.0
3466,7228.0
3467,11667.0
3468,4649.0
3469,12592.0
3470,11789.0
3471,4667.0
3472,9719.0
3473,6902.0
3474,14781.0
3475,10844.0
3476,11522.0
3477,6121.0
3478,8610.0
3479,5620.0
3480,4804.0
3481,7005.0
3482,15129.0
3483,8586.0
3484,10197.0
3485,10667.0
3486,11160.0
3487,12488.0
3488,10844.0
3489,9968.0
3490,5198.0
3491,8586.0
3492,4332.0
3493,5069.0
3494,4544.0
3495,14973.0
3496,13387.0
3497,3625.0
3498,10703.0
3499,7615.0
3500,4823.0
3501,16736.0
3502,9663.0
3503,9205.0
3504,15554.0
3505,1965.0
3506,5510.0
3507,8266.0
3508,3175.0
3509,4760.0
3510,7740.0
3511,13941.0
3512,11410.0
3513,12681.0
3514,15129.0
3515,10368.0
3516,12324.0
3517,3841.0
3518,13014.0
3519,6442.0
3520,12373.0
3521,13817.0
3522,4823.0
3523,9412.0
3524,10231.0
3525,7229.0
3526,4273.0
3527,10844.0
3528,7164.0
3529,6478.0
3530,5198.0
3531,4319.0
3532,10262.0
3533,6741.0
3534,14571.0
3535,26092.0
3536,11753.0
3537,7832.0
3538,8610.0
3539,13626.0
3540,10368.0
3541,2754.0
3542,12692.0
3543,10067.0
3544,4959.0
3545,19372.0
3546,3100.0
3547,8405.0
3548,6943.0
3549,3841.0
3550,2017.0
3551,9187.0
3552,13941.0
3553,8938.0
3554,4319.0
3555,3573.0
3556,3841.0
3557,7202.0
3558,9187.0
3559,6976.0
3560,12898.0
3561,12898.0
3562,10588.0
3563,9181.0
3564,11087.0
3565,10262.0
3566,4886.0
3567,8470.0
3568,14960.0
3569,3873.0
3570,11911.0
3571,8907.0
3572,3859.0
3573,3807.0
3574,4384.0
3575,11622.0
3576,4563.0
3577,1965.0
3578,4145.0
3579,10031.0
3580,11628.0
3581,10262.0
3582,2017.0
3583,6216.0
3584,16294.0
3585,3943.0
3586,7038.0
3587,7294.0
3588,3873.0
3589,3100.0
3590,12507.0
3591,6152.0
3592,8030.0
3593,5769.0
3594,4804.0
3595,8372.0
3596,8578.0
3597,11228.0
3598,13227.0
3599,8855.0
3600,12192.0
3601,12819.0
3602,3943.0
3603,18260.0
3604,5228.0
3605,14300.0
3606,10151.0
3607,5699.0
3608,9187.0
3609,8452.0
3610,13961.0
3611,5769.0
3612,10877.0
3613,4591.0
3614,17732.0
3615,12373.0
3616,3807.0
3617,9555.0
3618,4483.0
3619,14781.0
3620,13292.0
3621,12373.0
3622,5530.0
